"","duration","id","enj_1","enj_2","enj_3","enj_4","enj_5","enj_6","att_3","att_4","att_4_2","att_4_3","att_5","att_6","att_check","gen","age","sugg","choice","choice_str","upgrade_str","upgrade","att_str","attention","participant"
"91",208,"58584aa98604ae000165e633",91.97,84.23,87.32,84.79,85.49,83.24,"",0,0,0,NA,NA,"one had a sepia filter which made it appear more brown than the other",2,49,"i wonder if it was to do with what seemed to be a tsunami approaching the coastal town",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,91
"92",231,"5b7ef33f4d32d900017c8ea9",60.32,53.87,54.19,53.23,54.52,51.94,"Boat house water",1,0,1,1,"No","Picture one is in black and white. Picture 2 is in colour.",1,33,"The differences between 2 pictures of black and white and colour. ",1,"Upgrade","Upgrade",1,"High Attention",1,92
"93",199,"5e4bccec7d9f8b000a8660cc",33.1,34.23,21.13,28.31,18.59,25.07,"",0,0,0,NA,NA,"The pictures look identical, but one of them is in colour and the other is not. ",2,23,"To observe whether the repetitive showing of the same image increases or decreases enjoyment",1,"Upgrade","Upgrade",1,"Low Attention",-1,93
"94",173,"5929b05b6c835800011a31cc",56.59,63.44,68.92,74.93,77.55,68.05,"Houses water boat church",1,0,1,1,"No","The colour tone",2,26,"If pictures are viewed differently if they are differnt colours ",2,"No Upgrade","No Upgrade",-1,"High Attention",1,94
"95",190,"5edfc9db98df982dc71ff8d6",72.82,82.54,79.58,79.3,82.82,84.79,"boat, houses, church",2,0,1,1,"Yes","One is in colour, one is in black and white.",2,34,"If looking closer at a picture changes the appreciation.",2,"No Upgrade","Upgrade",1,"High Attention",1,95
"96",215,"5e2da798acf5fe39983d646d",75.63,76.9,100,100,100,90.7,"",0,0,0,NA,NA,"What i noticed between the pictures is the lightness and darkness. For some slides i noticed most of the photos look similar. But on in particular that stood out was a darker photo, which was picture 2.",2,23,"I feel the purpose of this study was to define differences between the two pictures shown.",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,96
"97",199,"5c2bd04e39b4ef000160605c",77.46,77.46,76.62,78.59,78.31,78.17,"",0,0,0,NA,NA,"One is black and white, the other is brown and white.",2,55,"Not sure",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,97
"98",275,"58c714308158840001b5c676",88.17,86.06,90.7,85.35,86.9,86.9,"boat, church, buildings",1,0,0,1,"No","the pictures seemed to be the same, one was black and white, the other was in colour",1,44,"perceptions with different colour of pictures",2,"No Upgrade","Upgrade",1,"High Attention",1,98
"99",387,"5f07a881acc2f93da38d11c9",72.11,72.25,68.87,69.01,68.31,71.97,"boat, houses and the tower",2,0,1,3,"No","One was in colour, the other was not.",1,22,"To test if people notice small details in pictures.",2,"No Upgrade","Upgrade",1,"High Attention",1,99
"100",228,"5c3d3440ababef0001603ec6",48.45,47.75,48.31,46.9,51.13,47.32,"",0,0,0,NA,NA,"colour",2,22,"enjoyment vs pay",1,"Upgrade","Upgrade",1,"Low Attention",-1,100
"101",468,"5c434051c394d20001611c1c",31.1,33.92,27.86,35.61,35.89,32.51,"",0,0,0,NA,NA,"The pictures have the same scene of some homes, a boat and a sea or a lake. The difference between the pictures are that the first picture is in black and white and the second picture is in colour.",2,33,"I didn't notice any difficulty.",1,"Upgrade","Upgrade",1,"Low Attention",-1,101
"102",239,"5e83fab3af601d15b6fef5c7",56.73,60.74,57.88,62.75,59.6,54.44,"Boat, church, mountain ",3,1,1,2,"Yes","One was black and white. The other was color. The color one allowed me to see more details than the black and white one.",1,32,"The attention to detail with a color photo ",2,"No Upgrade","Upgrade",1,"High Attention",1,102
"103",214,"5d8e11388d653a00188d82de",100,100,100,100,100,100,"",0,0,0,NA,NA,"Slight difference in the colour",2,48,"No idea at all but I liked the picture a lot",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,103
"104",271,"5e175ac68a76fb0683529ef0",79.01,82.96,81.97,81.13,85.63,82.96,"boat, church, church spire, houses, waterway, clouds",3,1,1,1,"No","mainly down to the shading.  one was more traditional black and white, whilst the other had more of a tinge of abstractness ",1,37,"how much a person likes a certain photos, looking at consistency of their responses?",2,"No Upgrade","No Upgrade",-1,"High Attention",1,104
"105",177,"5f05effde98c140da130b6d1",78.87,72.68,70.14,66.34,72.39,77.61,"",0,0,0,NA,NA,"colour gradient",2,21,"assess art preference and monetary incentive",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,105
"106",245,"5cc1c0120915430001d7f38e",89.86,80.7,89.01,82.96,87.32,92.39,"",0,0,0,NA,NA,"Most of the pictures were black and white, only a few were in colour",2,57,"To see if people prefer black and white images to colour",2,"No Upgrade","Upgrade",1,"Low Attention",-1,106
"107",295,"5d29f1af69a7470001cdb328",76.2,82.25,83.94,82.68,84.65,82.54,"",0,0,0,NA,NA,"One of them is in tones of grey and ones in tones of brown.",2,32,"I don’t know",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,107
"108",259,"5e7ef67e6690425cddb787d6",50.42,34.08,33.38,26.48,31.69,30.99,"a boat, a church, a mountain ",1,0,1,1,"No","One is a bit more brown than the other one.  The grey one is more faded.",2,33,"no idea",2,"No Upgrade","No Upgrade",-1,"High Attention",1,108
"109",315,"5eeeafea50285537a29bf389",74.37,67.89,75.35,76.76,77.75,72.82,"ship, steeple, crowded housing, wooded mountains in background",1,0,1,1,"No","The first picture uses a grey wash. It has good contrast and I enjoy the ""blank space"" of the water on the left and in the foreground juxtaposed against the crowded housing area on the right. The second picture isn't as pleasing to the eye due to the color contrast. Even though I can still see the objects, I would not want to repeatedly look at this photo nor place it in my home on the walls.",2,49,"Perceptions about color usage/shading/contrast in photography.",2,"No Upgrade","No Upgrade",-1,"High Attention",1,109
"110",234,"552bf9b4fdf99b59afb6c38c",49.15,48.03,78.73,72.25,76.34,74.93,"",0,0,0,NA,NA,"The second picture has different ink tones so is more aesthetically pleasing. The first picture shows more reflection. ",2,45,"To evaluate people's tastes in art",1,"Upgrade","No Upgrade",-1,"Low Attention",-1,110
"111",206,"59430640f154200001b509d0",65.35,91.97,56.06,47.61,68.17,62.96,"",0,0,0,NA,NA,"one is in colour one is in black and white",2,47,"im not sure",1,"Upgrade","Upgrade",1,"Low Attention",-1,111
"112",239,"5c1035693ee1040001e4187d",42.25,45.92,38.03,39.58,37.04,37.89,"Boat, tree, house",2,0,1,1,"Yes","One was in colour and one was in black and white",1,30,"Personal preference",2,"No Upgrade","Upgrade",1,"High Attention",1,112
"113",326,"57e825b9a4e40600014ea590",66.06,70.14,76.9,67.04,72.39,70.42,"",0,0,0,NA,NA,"ones brighter the other darker",1,54,"dont know sorry",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,113
"114",239,"5eb11ebc01c2d01f0439da23",75.59,82.03,85.42,88.81,71.86,84.07,"Boat church houses ",1,0,1,3,"Yes","Mostly the colour one was black and white ",1,39,"How people look at photos and how much attention they pay",2,"No Upgrade","Upgrade",1,"High Attention",1,114
"115",208,"5da76d8a45f7b300110dd00f",67.18,72.39,71.97,73.52,73.1,74.37,"boat, house, church.",2,0,1,1,"No","Picture one is black and white, picture two is a more brown tone",2,34,"I'm really not sure!",2,"No Upgrade","No Upgrade",-1,"High Attention",1,115
"116",237,"5f21e8c241a50c1a5398cc59",51.13,50.85,48.59,46.48,40.7,25.63,"",0,0,0,NA,NA,"The 2 pictures are the same, but one is black and white, the other is in color.",2,21,"I honestly have no idea what the purpose of this was.",1,"Upgrade","Upgrade",1,"Low Attention",-1,116
"117",243,"5e34d4f114f39d4a19ce7d17",66.9,48.73,40.14,56.06,50,43.38,"",0,0,0,NA,NA,"Focus seemed to be sharper in some black and white Colour vs black and white",2,37,"Colour effect on motivation",2,"No Upgrade","Upgrade",1,"Low Attention",-1,117
"118",196,"5f183e5c78292908a66deae4",78.59,69.15,81.13,78.59,78.73,83.38,"Boat, spire, balcony",3,1,1,2,"Yes","One is black and white, and the other is sepia",1,20,"Memory test ",2,"No Upgrade","No Upgrade",-1,"High Attention",1,118
"119",214,"5e725d73c600fa19c2e81762",67.18,72.54,61.83,64.65,66.9,68.45,"boat, church, houses",1,0,1,2,"No","One was bw and one was color",2,41,"I think it was about the final question.",2,"No Upgrade","Upgrade",1,"High Attention",1,119
"120",241,"56f7560f3bd969000c1708de",58.45,52.82,56.76,63.1,58.59,62.82,"",0,0,0,NA,NA,"I couldn't see much if any difference between the black and white photos, the colour photos was obviously different. ",2,41,"What we find visually pleasing against what we'd like to have. ",2,"No Upgrade","Upgrade",1,"Low Attention",-1,120
"121",294,"5ae888d8b7798500019254e1",22.82,25.63,22.25,20.85,20.25,21.69,"Boat, Church spire, balcony",3,1,1,1,"Yes","Different filters. Both are monochrome but one has a more yellowy tinge. ",1,21,"To evaluate how different filters on photographs affect the ability to pick out details.",2,"No Upgrade","No Upgrade",-1,"High Attention",1,121
"122",313,"59d8c480b656e70001226266",75.63,78.45,87.04,78.59,84.1,80.44,"Boat, Mountain, Sea",3,1,1,1,"No","I think that picture one is clearer, possibly shot with a different F stop or some kind filter has been used on one of the pictures.",1,59,"unsure",2,"No Upgrade","No Upgrade",-1,"High Attention",1,122
"123",194,"5edadb2cbb85be17ec5f60e3",92.25,88.59,90.7,89.44,91.69,89.15,"",0,0,0,NA,NA,"One was in black and white and the other picture was in colour",2,20,"To see how people react to seeing one picture repetitively and if seeing this image multiple times affects their opinion of the image",2,"No Upgrade","Upgrade",1,"Low Attention",-1,123
"124",215,"5ec49dc216eb9d38f7f0b719",84.79,91.27,88.31,78.03,85.49,86.2,"Boat, water church",1,0,1,2,"Yes","Black and white hues.",1,57,"How you pay attention to photos.",2,"No Upgrade","No Upgrade",-1,"High Attention",1,124
"125",202,"5d6efaf57e41e600016209b4",64.51,69.44,74.51,79.01,74.79,80.14,"",0,0,0,NA,NA,"The gradient is different in each one. The bottom/second image had a sepia tone. The first image was darker in tone",2,26,"To see what colour gradient people prefer",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,125
"126",256,"5d1cd7fa4234390019d08156",100,100,100,100,100,100,"boat, houses, trees",2,0,1,1,"No","One was in black and white and another was in color",2,24,"not sure",2,"No Upgrade","Upgrade",1,"High Attention",1,126
"127",386,"5da755d83655ba0010751990",65.63,71.41,71.97,69.3,74.93,65.21,"Ferry, Mountain, Water",1,0,1,1,"Yes","one is greyscale, the other has a tint. the tinted one's details were more noticable.",2,19,"the purpose of the study could be related to the relationship between the appraisal of art and the noticing of details within it?",2,"No Upgrade","No Upgrade",-1,"High Attention",1,127
"128",288,"5953d852a65c420001e1a5b6",69.44,70.85,69.44,74.23,75.92,74.37,"water,boat,houses",1,0,1,1,"No","the color was different",2,57,"attention to  details",2,"No Upgrade","No Upgrade",-1,"High Attention",1,128
"129",233,"5c33ef2c7245b50001243b2c",100,100,100,100,100,100,"",0,0,0,NA,NA,"there is some kind of filter on the view so the scenery is the same but one is lighter than the other",1,46,"no idea",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,129
"130",198,"5cb405bdf98a8900015498bf",78.87,84.65,80.99,80.99,81.69,84.51,"",0,0,0,NA,NA,"Picture 1 was a grayscale version of picture 2. The grayscaling gives it a melancholy, artistic quality and doesn't necessarily make picture 2 better just because it has color.",2,21,"To see if a colored image makes people tolerate it for a longer period of time",2,"No Upgrade","Upgrade",1,"Low Attention",-1,130
"131",379,"5ec25b6df4cd5202a0cebb0b",70.85,65.92,62.68,65.63,68.45,67.32,"",0,0,0,NA,NA,"Black and white and colour images of the same photograph. Overall my preference was for the colour image ",1,63,"To understand wether the colourisation of a photograph would make it more or less attactive to an audience",2,"No Upgrade","Upgrade",1,"Low Attention",-1,131
"132",347,"5e8651925ed99828468b758b",82.39,73.52,66.62,65.49,71.13,70,"Boat, Church spire, reflections, trees",2,0,1,1,"No","The main difference is the colour tone of the images. Image 1 has a silvery hue and is generally quite cold looking. Image 2 has a more coppery hue and looks almost like sepia.   I was unable to notice much else that was different as the objects in the images were quite far away so it was difficult to confirm whether there were other boats in the image etc/.",2,28,"How colour hue affects our emotions when viewing images.",2,"No Upgrade","No Upgrade",-1,"High Attention",1,132
"133",367,"5e368b27c55e4560bdc352bf",81.69,84.37,89.15,54.93,66.48,53.24,"A boat, houses and an expanse of water. ",1,0,1,1,"Yes","One was in black and white and the other was in vivid colour.",2,34,"To see if peoples interest wavered having to view the same picture or if people like looking at colour instead.   PS. The flag was on the back of the boat. ",2,"No Upgrade","Upgrade",1,"High Attention",1,133
"134",373,"5d2464b812b27400011db6e7",75.07,64.51,84.79,72.11,64.23,53.8,"",0,0,0,NA,NA,"The contrast between tones differed, meaning those with higher contrast were more preferable to me as I liked the definition in the steeple and reflection, and the detail visible in the hillside in the distance, although the misty aspect of it was gorgeous in both ",2,35,"Deciphering the most preferred version of the photograph displayed. I had no technical difficulties.",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,134
"135",257,"5f11a5888f681003ccf1d378",68.45,80.85,72.39,67.46,72.11,69.01,"Boat, house and mountain",1,0,1,2,"No","The difference is that one picture is black and white and the other is full colour. Other than that I thnk they are the same picture.",1,37,"If the enjoyment of an image increases or decreases after repeated views.",1,"Upgrade","Upgrade",1,"High Attention",1,135
"136",271,"5f03358a0731434ebfcd02de",94.93,92.11,91.27,51.27,51.97,56.06,"",0,0,0,NA,NA,"Picture 1 seemed a lot clearer than picture 2.  The second one seemed to be ""foggy"" or done in sepia.",2,53,"Unsure",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,136
"137",243,"5ea2174cddac5011951f6619",61.97,59.72,69.72,62.82,64.93,70.98,"Church steeple, boat on the water, roofs of houses",2,1,1,1,"No","One is a color version of the photo, the other a grayscale version of the same photo",1,28,"To see if an appreciation for a picture increases or decreases with attentiveness to aspects of the picture, and in knowing that a color version also exists of it. ",2,"No Upgrade","Upgrade",1,"High Attention",1,137
"138",171,"5c8ebaed13e167000176428f",66.9,56.9,49.3,60.56,64.79,69.58,"",0,0,0,NA,NA,"one is in greyscale and the other is in full colour.",2,26,"I have no idea!",2,"No Upgrade","Upgrade",1,"Low Attention",-1,138
"139",173,"5dbf3e2d85a2543e0ed63622",60.65,72.58,54.19,54.52,54.52,53.87,"",0,0,0,NA,NA,"Colouring and textures ",2,27,"To see how someone’s enjoyment of a picture changes the more they view it ",1,"Upgrade","Upgrade",1,"Low Attention",-1,139
"140",211,"5be09f04292b640001699b20",82.82,82.11,81.55,92.11,87.61,90.85,"",0,0,0,NA,NA,"The tone and gradient of both pictures were different. One was more black and white whilst the other was not. One was more darker in tone than the other.",1,29,"It was to look at two beautiful images and compare the differences. ",1,"Upgrade","No Upgrade",-1,"Low Attention",-1,140
"141",260,"5d2a3126d4db4400181a024e",67.06,69.53,67.35,68.37,75.22,80.9,"",0,0,0,NA,NA,"The colour on picture two was in sepia.",2,38,"To see if you would love the picture the more times you see it. ",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,141
"142",386,"5ec2683e7bf5d7035f84ddf8",85.79,83.84,83.29,78.83,81.89,81.75,"Boat, house, steeple",3,1,1,2,"Yes","The top picture was more fresh looking & the bottom picture appeared more atmospheric ",2,75,"To get the feel of the pictures",2,"No Upgrade","No Upgrade",-1,"High Attention",1,142
"143",305,"5d6a776d3efd33001729b5d7",73.22,85.76,81.36,78.64,72.54,78.98,"Mountain, boat, church ",1,0,1,1,"No","Monochrome vs colour",1,48,"Attention",2,"No Upgrade","Upgrade",1,"High Attention",1,143
"144",201,"5c9cc2f7f8c3ec00018ba185",67.61,64.37,62.39,62.25,64.79,63.52,"",0,0,0,NA,NA,"Picture 1 was black and white and picture 2 had a brownish filter on",1,20,"To see which pictures you enjoy and if that is affected by age and gender",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,144
"145",244,"5e68b753e203811578c0a521",100,100,100,100,99.3,100,"",0,0,0,NA,NA,"colour vs black and white/greyscale",2,30,"no idea!",2,"No Upgrade","Upgrade",1,"Low Attention",-1,145
"146",328,"5ef0d0d28b23c041806711cb",67.61,75.92,79.86,82.25,81.27,81.27,"Boat, mountain, body of water",3,1,1,2,"No","I didn't see really any differences between the pictures besides when the two are shown in the same page. Those two seem to have a different color saturation where one has more grey colors and the other has more beige colors.",1,22,"I believe the study is about how perceptive people are to changing details in an image.",2,"No Upgrade","No Upgrade",-1,"High Attention",1,146
"147",240,"5ba9135f081cf8000100c7b4",57.61,58.17,49.15,45.35,46.34,43.24,"Church, boat water, boat dock",1,0,1,1,"No","one was black and white the other one was color and a lot easier to see. ",2,34,"How black and white art differs from colored",1,"Upgrade","Upgrade",1,"High Attention",1,147
"148",292,"5f2a6dcde3ad7126419cc95b",80.23,83.09,88.83,82.23,84.81,87.39,"Boat, church spire and water",1,0,0,1,"No","Difference in color and shade. Preferable to picture 1 colors",2,29,"I’m not sure at all the purpose but I’m definitely intrigued and interested to see what my perception was like!",2,"No Upgrade","No Upgrade",-1,"High Attention",1,148
"149",265,"5ada503680491c000142e82d",96.06,94.51,95.49,94.08,97.32,95.07,"boat, church, water",1,0,0,1,"No","one black and white, and one in a much clearer picture with colour",1,70,"photographic evaluation",2,"No Upgrade","Upgrade",1,"High Attention",1,149
"150",440,"59b2ed04834a170001d60881",74.65,70.56,68.31,68.59,71.13,71.83,"",0,0,0,NA,NA,"I saw no difference in the pictures I was asked to rate, but when shown picture 1 and 2 together picture 1 was black and white like the one I was repeatedly shown and picture 2 was in colour.",2,25,"If you would accept a lower reward for seeing something you enjoy in future?",1,"Upgrade","Upgrade",1,"Low Attention",-1,150
"151",207,"5d32005bc117ec0001d1f83c",0,0,0,1.83,12.68,18.59,"",0,0,0,NA,NA,"colour of pictures",2,20,"to see if viewing picture not in black and white would make it more appealing",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,151
"152",214,"5d70fd5d68c690001a59eb2d",38.03,27.18,50.85,53.66,50.85,53.38,"church, boat, mountain",1,0,1,1,"No","One is in colour and the other is black and white",2,23,"Unsure",1,"Upgrade","Upgrade",1,"High Attention",1,152
"153",326,"5c2dae8e99ff30000185b9f4",37.32,39.44,36.48,37.04,34.51,36.06,"",0,0,0,NA,NA,"One picture was black and white the other photo had a filter that provided a little more color and simulated an older photo. I preferred the photo that had a little more color in it. It was easier on the eyes and also allowed me to view more details.",2,40,"To determine whether seeing the same photo repeatedly changes your overall thoughts on the photo itself.",1,"Upgrade","No Upgrade",-1,"Low Attention",-1,153
"154",346,"599364c1fc37790001fa4e1d",48.59,76.76,77.18,81.41,89.3,89.58,"",0,0,0,NA,NA,"The differences i saw between the two pictures was that one picture was in colour and one was in black and white. ",2,40,"The purpose of this study was to identify how you felt about a picture you saw ",2,"No Upgrade","Upgrade",1,"Low Attention",-1,154
"155",209,"5d7cf3d8f3a7cf00016e11c4",38.71,30.65,33.87,30.65,30.65,30.65,"Boat, house, church ",2,0,1,1,"Yes","The second picture is in colour so is much more vivid and bright which is more enjoyable to look at ",2,24,"People’s engagement/view of black and white vs coloured pictures ",1,"Upgrade","Upgrade",1,"High Attention",1,155
"156",277,"5ca61b5b38d61000014d60f8",68.17,69.01,53.38,41.97,44.79,37.61,"",0,0,0,NA,NA,"the first was black and white whereas the other picture contained a variety of colours. This added to the enjoyment a lot as i prefered it. Both pictures showed a mountain in the right with a boat sailing on a river on the left with houses also on the right.",1,21,"To see if people reduced enjoyment after multiple viewings.",1,"Upgrade","Upgrade",1,"Low Attention",-1,156
"157",262,"5ecfe3097dd7c00728eb96ea",100,100,100,100,100,100,"boat, water, house",1,0,1,1,"No","One was in more of a sepia tone, the other was just black and white",2,26,"No idea!",2,"No Upgrade","No Upgrade",-1,"High Attention",1,157
"158",239,"5dbf0ebb61ec043bbb65a893",84.37,81.41,82.54,78.31,82.54,81.41,"boat, water, church",2,0,1,1,"No","colour tone",2,35,"no difficulties",2,"No Upgrade","No Upgrade",-1,"High Attention",1,158
"159",239,"5c194f0ff9b08300010be258",100,92.9,64.52,71.29,66.77,62.26,"",0,0,0,NA,NA,"The first image shown was black and white. I enjoyed the moody feel of the image, you could imagine the colour of the water and it felt somewhat foggy. The colour in the second made the image bright and made it a happier viewing experience. Reminded me of being on holiday. Nice villas.",2,26,"Not sure",1,"Upgrade","Upgrade",1,"Low Attention",-1,159
"160",784,"5d83b4c19358b400013494e8",94.65,96.34,100,90,90.85,89.86,"boat church reflection",3,1,1,3,"No","one is coloured and the other is black and white. ",2,57,"The attention to detail",1,"Upgrade","Upgrade",1,"High Attention",1,160
"161",277,"58c3d3caabafb2000142055f",85.07,83.1,83.38,82.82,82.68,86.62,"boat, steeple, water",2,1,0,1,"Yes","The first picture is much brighter.",2,58,"I do not know.",2,"No Upgrade","No Upgrade",-1,"High Attention",1,161
"162",349,"5c48b35ca775fb00011f2314",86.34,69.44,84.93,78.03,71.13,63.94,"",0,0,0,NA,NA,"First photograph was in black and white whereas the second had a sepia tone to it. The effect of the sepia tone made a a warmer photograph but lost some realism in the process",1,48,"to see whether repetition of a subject makes it less enjoyable to view",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,162
"163",283,"5e2bbcaf9a9b7320b748555d",71.27,70.56,87.04,43.8,58.59,24.65,"",0,0,0,NA,NA,"CONTRAST IS DARKER AND THEN LIGHTER IN THE OTHER IMAGE",1,42,"VISUAL CONCENTRATION",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,163
"164",383,"5cfc4af8a224000001675ec8",66.62,60.99,57.89,62.54,57.61,55.92,"boat, church, water",3,1,1,1,"No","one was plain black and white, the other was the same picture with a sepia-tone filter",1,40,"I can think of various possibilities but I am not sure at all of any of them.  you could do another version of the study with a color version of the same image shown at the very beginning, that might be interesting to see if people's enjoyment of the b/w image falls off faster or what",2,"No Upgrade","No Upgrade",-1,"High Attention",1,164
"165",373,"5f2dbc7d63c6870d983155bb",61.7,61.7,32.31,14.58,11.07,0.64,"Boat, trees and houses.",2,0,1,1,"No","One of the images is a grey scale version of the original image.",2,25,"To see if paying more attention to pictures and seeing them repeatedly (becoming more familiar with them) makes us like them more.",1,"Upgrade","Upgrade",1,"High Attention",1,165
"166",298,"5ea85cf4ad1f760a537eadfe",68.03,69.86,71.41,69.86,69.86,67.32,"",0,0,0,NA,NA,"One was discoloured (sepia?) the other was plain black and white - I preferred pic 1",1,30,"No idea",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,166
"167",359,"5f0c5137e7c978062f4356fc",58.38,62.12,56.36,61.26,58.46,63.73,"Boat, church, mountains ",2,0,1,3,"Yes","Picture 1 was a more black and white picture, which I prefer in this instance. Picture 2 was sepia which I didn't think worked in this instance ",1,62,"Observation and opinion about art",2,"No Upgrade","No Upgrade",-1,"High Attention",1,167
"168",517,"5ed93031e5e1620ec088366e",70.7,75.92,72.82,69.72,65.92,64.79,"Boat, chapel, mountain, trees, balcony",3,1,1,1,"Yes","There are small differences in framing to the left or right, revealing either more water or more of the buildings on the seafront. There is a different colour scheme - sepia or black-and-white.",1,40,"To detect whether viewers' frustration (desire to view another version) alters perceived quality of the original photograph.",2,"No Upgrade","No Upgrade",-1,"High Attention",1,168
"169",363,"5eacac10b101ad32657ba495",63.38,63.66,63.94,65.21,67.32,70.7,"boat, mountain, house",3,1,1,1,"No","Picture 1 is monotone and picture 2 is colourful.",2,24,"The study was about the personal opinion of photos asking which pictures were more attracting?",1,"Upgrade","Upgrade",1,"High Attention",1,169
"170",440,"5edcf4920d22609dc69fba84",77.75,78.17,76.9,73.94,70.28,54.79,"boat church and houses",3,1,1,1,"No","black and white which i almost always prefer to colour pictures",1,56,"peoples preferences and ability to comprehend differnces",2,"No Upgrade","Upgrade",1,"High Attention",1,170
"171",333,"5cd2ebff208b960001a10699",56.34,59.72,52.25,51.27,52.96,48.03,"boat, houses, sea",1,0,1,1,"No","the main difference is that picture 1 was black and white, while picture 2 was in colour",2,39,"not sure",1,"Upgrade","Upgrade",1,"High Attention",1,171
"172",195,"5ef82303f512b15690f22cde",13.38,17.32,15.35,12.96,13.1,12.68,"",0,0,0,NA,NA,"There were no differences between the pictures, they were all the same.",1,18,"To see if people actually paid attention to surveys by showing the same picture repetitively.",2,"No Upgrade","Upgrade",1,"Low Attention",-1,172
"173",351,"5e90cf731baf783ed0ae0a71",63.05,100,86.44,64.41,65.42,66.44,"Boat church mountains",3,1,1,2,"No","Different contrast, is that the word for the brightness in the pictures, top has more clarity",1,47,"Someone probably has a picture that is going to be entered into the comp and can't decide on which one to enter",2,"No Upgrade","No Upgrade",-1,"High Attention",1,173
"174",627,"5e8384c6c3b7040984bc5982",79.58,66.48,72.82,76.76,64.23,62.11,"boat, spire, tree",2,1,1,1,"No","color vs black &white",1,19,"I actually have no idea",2,"No Upgrade","Upgrade",1,"High Attention",1,174
"175",394,"5d741595b6fe54001877066b",81.62,84.62,85.37,84.15,85.06,85.37,"Boat, church, houses ",1,0,1,2,"No","The only difference I can see is a change in colouration, probably due to a different filter being used on picture 2.",1,37,"Whether scrutinising a picture makes it more or less appealing than on first viewing? Not really sure! Good luck with your research!",2,"No Upgrade","No Upgrade",-1,"High Attention",1,175
"176",601,"5b6cd50f9ee1a50001c5f481",100,100,100,100,100,100,"boat window boxes, church steeple, mountains, scene reflection in water, parking lot, balconies",3,1,1,3,"Yes","The difference is view 1 is in grayscale or a black and white photo. The view2 photo is in color.",2,58,"To see if subjects prefer repeatedly viewing photographic images in color or black and white.",1,"Upgrade","Upgrade",1,"High Attention",1,176
"177",629,"5d93c8c883e2470018a4f853",59.15,40.85,65.15,60.48,41.55,44.34,"",0,0,0,NA,NA,"the filter on them is different in each picture",2,34,"i really don't know. I was trying to play spot the difference but couldn't see any. I think maybe its to see if you'd still like the picture the more you see it. ",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,177
"178",1063,"5789f5c6fa4465000113ecb2",38.73,45.35,49.01,49.01,50,39.01,"",0,0,0,NA,NA,"As far as I can tell the only discernible difference is Picture 1 is in monochrome and Picture 2 is in full colour.",2,31,"To discern if people's ability to like something diminishes with repeated viewing or repetitiveness. Something in that vein I think.",1,"Upgrade","Upgrade",1,"Low Attention",-1,178
"179",425,"5db01e642282410011fc7f17",82.11,60.42,69.86,65.92,62.39,65.07,"",0,0,0,NA,NA,"There was a black and white image showing a rustic picturesque village by a lake. The same image was also displayed but in colour.",2,51,"To see if repetition effects preferences/opinions .",2,"No Upgrade","Upgrade",1,"Low Attention",-1,179
"180",477,"5cfebb94eafc4d001a62cbc9",94.65,94.08,95.21,90.56,93.52,95.92,"boat, hills, steeple",1,0,1,1,"No","One is black and white, one is sepia",2,27,"Does answering questions about a picture reduce your enjoyment of viewing the picture?",2,"No Upgrade","No Upgrade",-1,"High Attention",1,180
"181",332,"5bba872c26ada60001e395e3",77.46,79.58,80,82.25,81.69,79.58,"a boat, a lake, and a church. ",3,1,1,1,"Yes","The only difference was one was black-and-white, whilst the other was colourised. ",1,23,"Seeing whether people would prioritise viewing something they like over monetary reward. ",2,"No Upgrade","Upgrade",1,"High Attention",1,181
"182",716,"5efb18d8ef10f5029af663a5",79.58,75.92,69.01,72.54,65.07,61.27,"",0,0,0,NA,NA,"I found it hard to see differences, except the colour (darker) was more defined in one making more of a statement.",2,71,"i wasn't sure what I was looking for in differences, one seemed more defined.",2,"No Upgrade","No Upgrade",-1,"Low Attention",-1,182
"183",649,"5bf1f1cd7c3874000169ea98",76.76,79.15,81.41,81.69,80,82.96,"ferry, water, buildings",1,0,1,1,"No","There are more details noticeable in picture two than in picture one because of the color. For example I could see the mountain in the left background in the color picture while it looked like a cloud in the black and white picture. The color picture was more pleasing to the eye as well. ",2,57,"noting the differences between picture one and picture two",1,"Upgrade","Upgrade",1,"High Attention",1,183
