"","duration","id","enj_1","enj_2","enj_3","enj_4","enj_5","enj_6","desire_1","desire_2","desire_3","desire_4","desire_5","desire_6","enj_up_1","des_up_1","enj_up_2","des_up_2","enj_up_3","des_up_3","enj_sq_1","des_sq_1","enj_sq_2","des_sq_2","enj_sq_3","des_sq_3","enj_noup_1","des_noup_1","enj_noup_2","des_noup_2","enj_noup_3","des_noup_3","enj_dw_1","des_dw_1","enj_dw_2","des_dw_2","enj_dw_3","des_dw_3","att_check","gen","age","sugg","participant","cond","memo","choice","n_choice","enj_cov","des_cov"
"73",384,"5a94e1a4b5e2110001c68a27",5,6,4,4,4,3,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,3,1,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picture 1 was black and white while picture 2 had a sepia tone. They were both a little hard to see",2,39,"How annoyed a person gets viewing the same pics over and over again",73,"no upgrade",5,"status quo",-1,5.5,1.5
"74",516,"5ab1470124ba100001a0456a",7,7,7,7,6,6,6,7,7,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,5,6,5,NA,NA,NA,NA,NA,NA,"one picture has antique looks, sepia looking",1,61,"attention spans and how to increase",74,"no upgrade",6,"new option",1,7,6.5
"75",365,"5d2848bef5de2a0017789288",6,7,6,7,7,6,7,6,6,7,7,6,NA,NA,NA,NA,NA,NA,5,5,6,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The main difference was the colouring and tones in the picture.",2,35,"To work out how long people can look at the same picture before their enjoyment is affected and to see if the shades and colours in a picture make it more or less appealing.",75,"no upgrade",7,"status quo",-1,6.5,6.5
"76",471,"5a011f0c746ac2000157e6d9",7,7,7,7,7,7,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,7,4,7,4,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picture 1 was a black and white picture, and picture 2 was in colour.",2,36,"To notice differences between pictures and if an incentive changes your view of looking at a picture.",76,"upgrade",7,"status quo",-1,7,4
"77",531,"5d22826dbdbc6500017acf04",8,8,8,8,8,8,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,8,6,8,6,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The black and white picture is beautiful but you miss out on the amazing colours of this amazing setting! Plus in the lack and white one you can’t really gage the weather where as in the colour version you can see the glorious sunshine!! ",2,49,"I think the purpose was probably for selling travel and the colour one would be the one to use!! The survey ran fine nice and easy to complete enjoyed this one :) ",77,"upgrade",8,"status quo",-1,8,6
"78",362,"5cb34ea6c9ca1c00011d31f7",8,8,8,7,5,1,8,5,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The main difference I noticed between picture 1 and 2 was how picture 1 was black and white while picture 2 was in color. From what I could tell, the picture compositions were the exact same with color inclusion being the sole difference.",1,21,"Study was confusing, I was made to believe that there would be a difference between pictures but I was not able to find any besides the color inclusion.",78,"upgrade",8,"status quo",-1,8,6.5
"79",278,"5c807babb9233b00012992bf",7,7,7,7,7,7,6,5,5,4,4,4,NA,NA,NA,NA,NA,NA,7,3,7,3,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"One is black and white and the other is in color.",1,30,"To see if I'd get sick of the same picture and take less of a bonus just to change it up.",79,"upgrade",7,"status quo",-1,7,5.5
"80",250,"57404490d700ea000ef44990",5,5,5,5,5,5,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,5,3,5,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"the shading was different like different filters had been used.",2,45,"do not know",80,"no upgrade",5,"status quo",-1,5,3
"81",599,"5ab91299f69e940001d8f831",7,6,6,7,6,6,6,6,5,6,6,6,NA,NA,NA,NA,NA,NA,7,6,7,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picture one seems to have more natural lighting, in picture two the boat appears to be in better detail, but the overall tone of the picture is more subdued, like the contrast has been enhanced, but the colour saturation decreased.",2,37,"To see if people can perceive changes and show a preference between 2 slightly different photographs",81,"no upgrade",7,"status quo",-1,6.5,6
"82",240,"5c3d48955fd1050001a99364",7,8,9,1,1,1,7,8,9,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picture 1 looks gloomy and miserable. Picture 2 looks summery and happy.",2,29,"To see how one picture versus another affects opinion",82,"upgrade",1,"status quo",-1,7.5,7.5
"83",386,"5c0007fdbcf60c00011af2b9",8,9,9,9,9,9,9,9,6,8,6,6,NA,NA,NA,NA,NA,NA,9,7,9,7,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"picture 1 is a greyscale/ black and white picture whereas picture 2 is in colour ",2,21,"The purpose of this study was to interpret how people responded artistically",83,"upgrade",9,"status quo",-1,8.5,9
"84",266,"5c3ac7504b1ed90001baad3a",9,9,9,9,9,9,5,5,5,1,1,1,NA,NA,NA,NA,NA,NA,9,1,9,1,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Different tones of grey, the rest looked the same",1,37,"Spotting differences in small changes/colors for pictures. ",84,"no upgrade",9,"status quo",-1,9,5
"85",319,"5becc2a13b6489000156572f",8,8,8,8,8,8,9,8,7,7,7,7,NA,NA,NA,NA,NA,NA,8,7,8,7,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The tone of the picture was different, one was more grey",2,40,"To see if people can see the difference between the pictures",85,"no upgrade",8,"status quo",-1,8,8.5
"86",649,"5d41c4fbeac89d001e96d638",6,7,5,8,7,5,4,4,3,3,3,2,NA,NA,NA,NA,NA,NA,5,2,4,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Image one was clear, greyscale and image 2 was pixelated greyscale. ",2,31,"To see if people were motivated by money or new experience/ avoiding boredom even when it comes to a minimal amount. ",86,"downgrade",7,"status quo",-1,6.5,4
"87",287,"5c1248d22b16ba0001c8c983",7,7,6,7,7,7,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,7,5,7,5,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picture one was in sepia and picture two was in full colour.",1,44,"I Have no idea",87,"upgrade",7,"status quo",-1,7,5
"88",323,"5bdefc2f14b3cd00019d8235",4,5,5,5,5,5,4,5,5,5,5,5,NA,NA,NA,NA,NA,NA,5,4,5,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Most looked exactly the same, first one didn't seem as bright. A couple were pixellated.",1,47,"Subtle differences in photos and subliminal effect?",88,"downgrade",5,"status quo",-1,4.5,4.5
"89",300,"5c388b2efb3f0f0001fdf74b",6,6,6,3,3,2,4,4,2,1,2,1,8,7,8,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picture 1 was black and white and had little contrast between the tones, whereas picture 2 was in colour and much more vibrant.",2,21,"To see how many times you can see a photo before getting bored, and whether colour photos are more attractive than black and white",89,"upgrade",4,"new option",1,6,4
"90",325,"5c844e1e4fd379001424a85e",3,5,1,1,1,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,9,9,9,NA,NA,NA,NA,NA,NA,"I noticed in the second picture the mountains at the back are more visible ",2,38,"Not sure",90,"no upgrade",1,"new option",1,4,2
"91",593,"582ab1ffe7d8850001c8acec",5,4,4,4,3,3,6,4,4,3,2,2,NA,NA,NA,NA,NA,NA,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The second was a pixelated version of the first, and viewing it made my eyes see the first as more defined, with certain details in it popping out of the screen more after viewing it - such as the boat or the mountain in the background.",2,46,"No idea, I try to to think of what the purpose of any study may be as I don't want to effect any results, even subconsciously.",91,"downgrade",5,"status quo",-1,4.5,5
"92",318,"5bc89d8e4a5244000195ecdf",7,7,7,7,7,7,7,6,1,1,1,1,8,8,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The first picture is black and white and the second is the same picture but in colour which makes the picture more interesting.",1,45,"Colour preferences over black and white versions of the same picture.",92,"upgrade",7,"new option",1,7,6.5
"93",356,"594fc26d6d3780000120d520",8,8,8,8,7,7,7,7,6,6,6,6,NA,NA,NA,NA,NA,NA,7,6,7,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The picture on top was greyscale, while the picture on bottom has a warmer tone to it,while still being somewhat greyscale. You could see different textures in the picture more clearly in the two different tones.",2,35,"Unsure",93,"no upgrade",8,"status quo",-1,8,7
"94",323,"5c742517f37c410017b9e5be",6,6,6,7,6,7,7,7,5,4,3,1,NA,NA,NA,NA,NA,NA,6,1,7,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 was pleasant, and the resolution was great. 2 brought no enjoyment because of poor resolution.",1,40,"To gauge how many times a consumer can look at a picture before becoming fatigued by it.",94,"downgrade",7,"status quo",-1,6,7
"95",357,"595e012a8b58be00012c3014",6,7,6,6,6,6,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,6,4,6,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picture 1 seemed to be a lot clearer than Picture 2, it pleased my eyes to look at more than the second one as the second one was either blurry or just a little less in focus.",2,27,"Not sure",95,"downgrade",7,"status quo",-1,6.5,4
"96",317,"5c2be60910677f0001dcaa61",7,7,7,6,6,6,6,5,5,5,5,5,NA,NA,NA,NA,NA,NA,6,5,6,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The main difference that was immediately visual was the difference in colour. One felt monochrome while the other a simple black and white.",1,25,"I am not too sure, however, I tried to study the images for differences in the background and was unable to notice any.",96,"no upgrade",6,"status quo",-1,7,5.5
"97",322,"59b7de7811212f0001cd0f55",7,8,6,7,7,7,6,7,7,6,6,9,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"One was blurry, the other seemed to be of a high definition. ",1,29,"..",97,"downgrade",7,"status quo",-1,7.5,6.5
"98",362,"5d56c184ccb85c00184cc496",8,8,8,8,8,8,8,8,8,6,6,6,NA,NA,NA,NA,NA,NA,8,7,8,7,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1st was black and white, the second was in colour, there also appeared to be more contrast to the sharpness of the images in the b/w version. ",2,50,"Don't know",98,"upgrade",8,"status quo",-1,8,8
"99",318,"5ceac708ce2488000162763d",9,9,9,9,9,9,9,9,9,9,9,9,NA,NA,NA,NA,NA,NA,9,9,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"One was a landscape in black and while and the other was the same landscape in sepia",2,23,"To rate the enjoyment of the picture i was viewing",99,"no upgrade",9,"status quo",-1,9,9
"100",705,"5d59db9eaaf28300183f7a43",7,7,7,7,6,6,5,5,5,4,4,4,NA,NA,NA,NA,NA,NA,7,5,7,5,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picture 1 is very clear and well photographed, however picture 2 is very poor quality with no clear image ",2,19,"The purpose is to see if satisfaction increases or decreases the more times the picture is viewed and to see how drawn to the picture people are the more times they see it. It was also used to see if the satisfaction of the picture was increased by giving an incentive (financial gain) and to see if people will be willing to see it more if they gain something from it other than enjoyment. ",100,"downgrade",7,"status quo",-1,7,5
"101",441,"5d1f6f142e9ac30018b523b3",4,4,4,4,3,4,3,3,3,3,2,4,NA,NA,NA,NA,NA,NA,5,4,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"One was fuzzy and distorted. Picture one was clear ",2,29,"To see about how people pay attention to things or whether repetitive viewing with the same question can alter your opinion. ",101,"downgrade",4,"status quo",-1,4,3
"102",346,"5b96be57d193e30001b3c5e6",6,7,7,7,7,7,4,5,5,4,4,4,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some of the photos were more blurry than the others",2,22,"To see if a monetary incentive would increase the amount someone liked a photo and would want to see it again?",102,"downgrade",7,"status quo",-1,6.5,4.5
"103",280,"57e9e3d10cb6700001dd9028",7,7,6,5,5,4,6,5,5,4,4,3,NA,NA,NA,NA,NA,NA,4,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"One of the photos is in black and white and the other is in sepia tones.",2,21,"I think the purpose is to see how tired people get of seeing the same picture.",103,"no upgrade",7,"status quo",-1,7,5.5
"104",433,"5d1f2f367e67140001eef452",8,7,7,7,7,7,8,5,6,6,6,6,NA,NA,NA,NA,NA,NA,7,6,7,6,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I think the colour of picture 1 changes slightly each time, even though the image is black and white, as I think some pictures are a little darker than others, particularly with regard to the sky.",1,19,"I think the study may be to investigate how people's perception of art changes regarding how they appraise the images with minor changes to the image. ",104,"upgrade",7,"status quo",-1,7.5,6.5
"105",353,"5d2df444aa0a0a001ad4d564",6,6,4,6,6,6,5,6,4,6,6,6,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"picture 1 and 2 were vastly different in pixelation, but picture 1 was repeated multiple times",2,27,"to see if picture quality changes perspective ",105,"downgrade",7,"status quo",-1,6,5.5
"106",450,"5c0ebd9a0fcb7c0001eab571",8,8,7,8,7,8,7,8,7,8,7,8,NA,NA,NA,NA,NA,NA,8,8,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I didn't like the sepia picture as much. I beleive the picture that I picked as the one I liked the best the boat was a little closer to the shore.",1,75,"Not really sure of the purpose, maybe the pictures were the same and you wanted to see if people would say there was a difference because I am not 100% sure the boat actually was in a different position.",106,"no upgrade",8,"status quo",-1,8,7.5
"107",485,"5a5e51de76d1c60001ab65b9",8,8,8,8,8,8,9,9,8,9,9,8,NA,NA,NA,NA,NA,NA,8,9,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picture one is clearer and Picture two has a lower resolution.",2,38,"To notice differences between the two pictures",107,"downgrade",9,"status quo",-1,8,9
"108",337,"5be1ea3c7cfccf0001cd8297",8,8,8,8,8,8,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,8,6,8,6,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picture 1 was black and white while picture 2 was coloured",2,40,"no idea",108,"upgrade",7,"status quo",-1,8,6
"109",402,"5ced6f71b46ee600013603e7",7,7,7,7,7,7,8,8,8,7,7,6,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picture 1 is in greyscale while picture 2 isn't  Picture 1 seemed a little more detailed than picture 2",2,18,"To study how people view pictures differently people view things differently ",109,"no upgrade",7,"status quo",-1,7,8
"110",411,"5a8c51c517ef35000170c459",7,8,8,8,8,8,7,8,8,8,8,8,9,9,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The colour picture has a more positive vibe than the black and white picture.",2,24,"To see how people perceive pictures in different format.",110,"upgrade",8,"new option",1,7.5,7.5
"111",517,"5c5adf55903c7700010a466a",9,9,9,9,9,9,8,8,8,8,8,8,NA,NA,NA,NA,NA,NA,9,8,9,8,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"picture one looked warm and in focus, clear and features were fully visiable. picture two was out of focus and you could not see the finer details.",2,53,"to evaluate the difference of context, focus and detail between picture one and picture two.",111,"downgrade",9,"status quo",-1,9,8
"112",270,"5d2a08b73a260c0018f2d2b1",7,7,7,7,7,6,6,6,6,5,5,4,NA,NA,NA,NA,NA,NA,6,5,6,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"They appeared to be the same picture, with one being blurry",1,22,"No problems with the study to report",112,"downgrade",7,"status quo",-1,7,6
"113",523,"5d545e33a8a192001ab00ffe",7,7,6,7,5,5,5,6,5,5,3,4,NA,NA,NA,NA,NA,NA,6,5,6,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It appears that between picture 1 and 2 that a different filter is used - picture 1 is greyscale, whereas picture 2 is highly saturated colour. By repeatedly viewing picture 1, it seemed that it appeared to increase in brightness - the colours seemed more washed out after viewing picture 2.",2,22,"Whether repetitive interaction/viewing of something changes the way or the things you see it. For example, the first time I viewed picture 1 I was focused on the boat however on seeing it 3 times more, I focused more on the way the water looked and the mountains texture in the background.   The survey initially struggled to load - had to click the next arrow multiple times with nothing happening to the page. ",113,"upgrade",7,"status quo",-1,7,5.5
"114",253,"5ce3e7ff90a751001a31a05c",9,9,9,9,9,9,9,9,9,9,9,9,NA,NA,NA,NA,NA,NA,9,9,8,6,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"One was a bit darker in the gray tone. that was all. ",2,36,"To see if seeing something repeatedly makes someone not like it.  ",114,"no upgrade",9,"status quo",-1,9,9
"115",1242,"5d41e9ff1d9e5700182c3c82",6,7,6,6,6,7,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,6,4,6,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"One was blurry and one was much more clear.",2,23,"To see if people could see differences in pictures. Attention to detail ",115,"downgrade",6,"status quo",-1,6.5,4
"116",318,"5ae88efd9d82560001bdc598",8,8,8,8,8,8,8,8,8,8,8,8,NA,NA,NA,NA,NA,NA,8,8,8,8,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A couple of times the picture was pixelated.  Other than that it was the same picture.",2,51,"I think it was to see how long it took to get bored of looking at the same picture.",116,"downgrade",8,"status quo",-1,8,8
"117",314,"5bd914e9a0e4d80001a405a0",8,8,8,7,1,1,7,7,7,6,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"One was in color and one was in black and white.",1,48,"Possibly a study in patience.",117,"upgrade",7,"status quo",-1,8,7
"118",375,"5d53eb8dd39e340001e15224",9,9,9,9,7,1,9,9,7,7,1,1,NA,NA,NA,NA,NA,NA,7,9,4,8,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"One photo was black and white and the other was sepia",2,30,"how effective repeat marketing with the same images/photograph is and how it becomes less likely for a consumer to buy something if they are repeatedly bombarded with the same image. However if a similar item is then shown the consumer's interest is piqued again. The offer of payment for viewing the image again meant that the consumer was more likely to continue - this would work for something like an item being for sale and then being discounted so someone would be more likely to buy it.",118,"no upgrade",9,"status quo",-1,9,9
"119",398,"5a1b1091087f2e0001eaf8a3",4,4,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,5,5,6,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Picture 2 was sepia and some seemed to be took from further away.  The mountains in the background were clearer in picture 2",2,36,"noticing detail",119,"no upgrade",6,"status quo",-1,4,5
"120",1114,"5c7da672d44cf1000121c7bd",6,6,6,4,4,2,4,5,5,3,2,2,NA,NA,NA,NA,NA,NA,4,6,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The differences I saw were the black and white one and the coloured one and although subtle the lighting was slightly different in some of the images. ",2,20,"I believe that this was to see how much people consentrate on pictures if they have already seen them multiple times. ",120,"upgrade",6,"status quo",-1,6,4.5
"121",555,"5be1cc598c6a19000137a503",7,6,6,7,7,7,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,7,5,6,5,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some were black and white the others coloured.  Some had the boat closer to the island. Some looked like the focus was clearer.",2,56,"It went on longer than I expected.",121,"upgrade",7,"status quo",-1,6.5,5
"122",3489,"5d546ff407e8740017e569b3",2,3,3,1,3,3,1,1,3,2,3,3,4,4,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The pictures appear to seem brighter as the survey goes along",2,32,"I think it’s about how we perceive differences in pictures when they’re are the same or almost the same at different points. It’s also about if we prefer to look at a picture multiple times and take a higher reward - or accept a lower reward and see a new image",122,"upgrade",2,"new option",1,2.5,1
"123",2740,"5c9c9ce5d522a100161e5382",7,8,8,8,8,8,8,8,7,3,6,1,NA,NA,NA,NA,NA,NA,8,8,5,8,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"different colour levels",1,40,"good",123,"no upgrade",7,"status quo",-1,7.5,8
