"","duration_t2","id","model_t2","diff_model_t2","enj_t2","info_t2","up_real_t2","up_real_model_t2","up_int_mini_t2","up_int_12_t2","up_int_pro_t2","up_int_max_t2","replace_t2","charg_know","charg_lik","gen","age","sugg_t2","duration_t1","model_t1","diff_model_t1","enj_t1","up_int_t1","replace_t1","sugg_t1","family_t1","info_idx_t1","hed_dec","info_quiz_t2","up_lik","info_t2_std","up_real_t2_ctr","replace_t2_std","charg_know_ctr","charg_lik_std","up_int_t1_std","replace_t1_std","info_idx_t1_std","info_quiz_t2_std","up_lik_std","fam_contrast","n_model_t2"
"60",86,"5f0ea2342e2fa11edff14b47","iPhone 11","",84.65,0,"No","",2,3,3,2,4,"Yes",4,"Male",22,"not sure",57,"iPhone 11",NA,96.34,7,3,"no idea","iPhone 11",120.333333333333,-11.69,3,3,-1.12135149839457,-1,-0.791384245481007,1,-0.47315213208339,-0.665740562368099,-0.803941611790664,0.752426840622032,-1.18267752353576,-0.845443712809025,1,52
"61",121,"5e91f9103f920e53381ca66d","iPhone X","",92.82,42,"No","",0,13,0,0,26,"No",1,"Male",19,"Analyze people's perceptions of the newest iphone",68,"iPhone X",NA,100,0,0,"People's perceptions of iphones","iPhone X",0,-7.18000000000001,5,13,0.229602249262115,-1,-0.134720865438663,-1,-0.590296860695857,-0.879433932084435,-0.891486594369568,-0.944026285746106,0.697186988814636,-0.559710680874178,0.5,28
"62",277,"5f14ec973c6e2c5783187efa","iPhone 6","",90.28,11,"No","",0,0,0,0,0,"No",0,"Female",46,"The purpose of this study was to asses iPhone use",158,"iPhone 6",NA,73.1,50,48,"I think the purpose of this study is to gauge how smartphone users plan to upgrade their phones.","iPhone 6S and Previous Models",0,17.18,2,0,-0.767530278770199,-1,-0.910777587306888,-1,-0.62934510356668,0.646947280175113,0.509233126892909,-0.944026285746106,-2.12260977971096,-0.93116362238948,-1,10
"63",191,"5e8a0ba9a9f5aa03e8c8370f","iPhone 6S","",53.87,13,"No","",0,0,0,0,70,"Yes",0,"Male",25,"Gauging people’s willingness to buy new products based on how much they know about them",156,"iPhone 6S",NA,72.58,15,51,"Measuring someone’s satisfaction with their current iPhone and their willingness to change it for a different model.","iPhone 6S and Previous Models",0,-18.71,3,0,-0.703199147929405,-1,1.17860589464603,1,-0.62934510356668,-0.421519568406571,0.596778109471814,-0.944026285746106,-1.18267752353576,-0.93116362238948,-1,17
"64",111,"5f36b244518ae20b4628a3fe","iPhone X","",84.08,0,"No","",0,0,0,0,0,"Yes",0,"Female",26,"People's likelihood of upgrading their phone to the newest iPhone.",344,"iPhone X",NA,71.27,1,1,"Gauge people's satisfaction with their current iPhone and gauge interest in buying newer iPhones vs preexisting iPhones.","iPhone X",2.33333333333333,12.81,5,0,-1.12135149839457,-1,-0.910777587306888,1,-0.62934510356668,-0.848906307839244,-0.862304933509933,-0.911131072769438,0.697186988814636,-0.93116362238948,0.5,28
"65",80,"5f112f8974d902324b3324d5","iPhone X","",98.03,13,"No","",14,15,15,15,6,"Yes",0,"Female",32,"to see if I knew about the 12 and anything that comes or doesn't come with it.",65,"iPhone X",NA,100,69,31,"to learn about how people view their phones and what that think about them.","iPhone X",146,-1.97,5,15,-0.703199147929405,-1,-0.731687574568067,1,-0.62934510356668,1.22697214083374,0.0131448922791148,1.11427418336537,0.697186988814636,-0.502564074487208,0.5,28
"66",130,"5f35742998f31a13a1582100","iPhone XR","",98.31,71,"Yes","",4,3,74,0,67,"No",9,"Male",20,"I think the purpose of the study was to see how many people are purchasing the new iPhone.",114,"iPhone XR",NA,100,38,0,"I think the purpose was to see if different people intend on buying the newer phone product.","iPhone X",36.6666666666667,-1.69,5,74,1.16240364645363,1,1.08906088827662,-1,-0.277910917729277,0.280615789232821,-0.891486594369568,-0.427101510398474,0.697186988814636,1.18326081392839,0.5,32
"67",79,"5d2e56ae72b6780001c66698","iPhone 5","",0,0,"No","",0,0,0,0,29,"No",0,"Female",23,"To see what iphone owners think of the new iphone 12.",55,"iPhone 5",NA,0,0,34,"Maybe to see whether android or iphone users are more likely to search for info on upcoming phone products","iPhone 6S and Previous Models",0,0,3,0,-1.12135149839457,-1,-0.0451758590692521,-1,-0.62934510356668,-0.879433932084435,0.10068987485802,-0.944026285746106,-1.18267752353576,-0.93116362238948,-1,2
"68",78,"5de8703bead0f17ea717e155","iPhone 8","",84.93,9,"No","",6,6,6,6,5,"Yes",4,"Male",23,"Determining if people are going to buy the iPhone 12",66,"iPhone 8",NA,77.04,16,11,"To see if people who currently own iPhones are interested in replacing them with the newest models","iPhone 8",0,7.89,4,6,-0.831861409610993,-1,-0.761535910024537,1,-0.47315213208339,-0.39099194416138,-0.570488324913584,-0.944026285746106,-0.242745267360561,-0.759723803228571,0,29
"69",209,"5ed434531abc010dd521f5da","iPhone X","",72.82,21,"No","",13,13,7,5,4,"No",4,"Female",33,"no idea",65,"iPhone X",NA,66.48,3,4,"No idea","iPhone X",44,6.33999999999999,5,13,-0.445874624566227,-1,-0.791384245481007,-1,-0.47315213208339,-0.787851059348862,-0.774759950931029,-0.323716555328947,0.697186988814636,-0.559710680874178,0.5,28
"70",103,"5d83dba73dfcaa0019a3125f","iPhone X","",89.01,55,"No","",53,75,96,100,0,"No",17,"Female",44,"How people make decisions",61,"iPhone X",NA,86.2,89,15,"How people make decisions. It was interesting and everything was fine","iPhone X",204.333333333333,2.81,6,100,0.647754599727278,-1,-0.910777587306888,-1,0.0344750252373027,1.83752462573756,-0.453761681475044,1.93665450778206,1.63711924498983,1.926166696959,0.5,28
"71",171,"5f494509cb080147be1bc74a","iPhone 7","",100,5,"No","",54,100,100,100,95,"No",100,"Female",41,"To assess how knowledgeable customers are about the iPhone 12.",122,"iPhone 7",NA,100,100,100,"To find out opinions about cell phones.","iPhone 7",233.333333333333,0,3,100,-0.960523671292582,-1,1.92481428105778,-1,3.27547918351557,2.17332849243466,2.02667949159393,2.34549501192064,-1.18267752353576,1.926166696959,-0.5,30
"72",106,"5df1477f2b12bd05e841d0d2","iPhone SE (2020)","",87.61,61,"No","",3,2,2,2,49,"Yes",15,"Male",25,"to gauge interest in the new iphones",82,"iPhone SE (2020)",NA,83.38,100,0,"gauge interest in different phones","iPhone 11",140.333333333333,4.23,3,3,0.840747992249662,-1,0.551790850060152,1,-0.0436214605043423,2.17332849243466,-0.891486594369568,1.03438580899347,-1.18267752353576,-0.845443712809025,1,16
"73",337,"5cd86ae74d179d001c529678","iPhone 6","",68.97,16,"No","",0,0,0,0,33,"No",81,"Female",20,"To see how much people know about the newest iPhone and how interested in it they are.",123,"iPhone 6",NA,87.28,0,74,"To find out people's opinions on the new Apple smartphones","iPhone 6S and Previous Models",0,-18.31,3,0,-0.606702451668213,-1,0.0742174827566286,-1,2.53356256896994,-0.879433932084435,1.26795630924342,-0.944026285746106,-1.18267752353576,-0.93116362238948,-1,10
"74",168,"5f569520d3eea60ecdccfbd8","iPhone 6","",67.61,4,"No","",3,3,3,4,94,"No",53,"Male",48,"The purpose of this study was to gift me with a new Iphone 12?",177,"iPhone 6",NA,47.61,17,82,"The purpose of the study was to gauge how quickly I may adopt new technology? No difficultly in answering these questions. No suggestions to offer.","iPhone 6S and Previous Models",6,20,3,4,-0.992689236712979,-1,1.89496594560131,-1,1.44021176858691,-0.360464319916189,1.5014095961205,-0.859438595234675,-1.18267752353576,-0.81687040961554,-1,10
"75",225,"5d9eb6d611b7c400172aa975","iPhone XS","",100,21,"No","",0,53,82,55,0,"No",4,"Female",41,"Knowledge of new phone",68,"iPhone X",NA,100,23,1,"willingness to update phones","iPhone X",2.33333333333333,0,5,82,-0.445874624566227,-1,-0.910777587306888,-1,-0.47315213208339,-0.177298574445043,-0.862304933509933,-0.911131072769438,0.697186988814636,1.41184723947627,0.5,20
"76",116,"5eb16658744ab3253ba26252","iPhone 7","",66.77,20,"No","",6,6,0,0,29,"Yes",5,"Female",26,"The demographic most likely to buy phones. ",101,"iPhone 7 Plus",NA,70.7,52,70,"Just to see how likely people are to purchase new phones, and was new capabilities a new version have that will convince them to purhcase. ","iPhone 7",89,-3.93000000000001,3,6,-0.478040189986624,-1,-0.0451758590692521,1,-0.434103889212567,0.708002528665495,1.15122966580488,0.310691123506783,-1.18267752353576,-0.759723803228571,-0.5,30
"77",326,"5f289485f876761d798df65c","iPhone 8","",53.8,6,"No","",0,0,0,0,0,"No",0,"Female",29,"no thanks.",115,"iPhone 8",NA,43.66,2,1,"To determine levels of interest in newer models of smartphones despite functioning current phones","iPhone 8",12.6666666666667,10.14,5,0,-0.928358105872185,-1,-0.910777587306888,-1,-0.62934510356668,-0.818378683594053,-0.862304933509933,-0.765452272444196,0.697186988814636,-0.93116362238948,0,29
"78",82,"5cfb68f1921204001b8fdd45","iPhone 7","",72.58,0,"No","",12,25,0,0,40,"No",0,"Female",35,"No idea.  To gauge interest in the new iPhone?",57,"iPhone 7",NA,75.81,0,44,"Gauge excitement o we new iPhone ","iPhone 7",0,-3.23,3,25,-1.12135149839457,-1,0.28315583095192,-1,-0.62934510356668,-0.879433932084435,0.392506483454369,-0.944026285746106,-1.18267752353576,-0.21683104255236,-0.5,30
"79",100,"5e6069cc03a4723c4f10ea19","iPhone X","",90,0,"No","",0,0,0,0,0,"No",77,"Male",30,"To survey people's thoughts and opinions on the new iphone 12 and whether they'd be willing to upgrade",54,"iPhone 11",NA,71.97,6,6,"Gauge interest in replacing or upgrading iphones","iPhone 11",137,18.03,5,0,-1.12135149839457,-1,-0.910777587306888,-1,2.37736959748665,-0.696268186613289,-0.716396629211759,0.987392647598229,0.697186988814636,-0.93116362238948,1,28
"80",68,"5c3252352a71c50001773e11","iPhone XS Max","",95.07,100,"No","",0,0,0,0,0,"Yes",100,"Male",22,"iPhone",36,"iPhone XS Max",NA,67.32,58,60,"To see who will buy the new iPhone","iPhone X",132.333333333333,27.75,6,0,2.09520504364515,-1,-0.910777587306888,1,3.27547918351557,0.891168274136641,0.859413057208528,0.921602221644894,1.63711924498983,-0.93116362238948,0.5,13
"81",1058,"5f12498badcb841933199737","iPhone 6S","",72.82,10,"No","",0,0,0,0,94,"Yes",0,"Female",18,"I think the study was analyzing how people feel about the iPhone 12 models",85,"iPhone 6S",NA,84.37,0,1,"I think the purpose was to find out how much people are looking forward to new smartphones.","iPhone 6S and Previous Models",4,-11.55,5,0,-0.799695844190596,-1,1.89496594560131,1,-0.62934510356668,-0.879433932084435,-0.862304933509933,-0.887634492071819,0.697186988814636,-0.93116362238948,-1,17
"82",184,"5c51bcaeb7449200013a8517","iPhone 11 Pro Max","",100,50,"No","",0,0,0,0,0,"Yes",76,"Male",37,"To gauge excitement for the iphone 12? ",277,"iPhone 11 Pro Max",NA,100,50,0,"To see what we think of the new iphones?","iPhone 11",0,0,5,0,0.486926772625292,-1,-0.910777587306888,1,2.33832135461583,0.646947280175113,-0.891486594369568,-0.944026285746106,0.697186988814636,-0.93116362238948,1,9
"83",153,"5ed9f421b940fe5a87a22ea3","iPhone XS","",100,65,"No","",0,48,49,17,51,"Yes",0,"Male",21,"To see how many people want to upgrade phones",247,"iPhone XS",NA,99.81,0,0,"To see how many people upgrade phones every year.","iPhone X",113,0.189999999999998,4,49,0.969410253931251,-1,0.611487520973092,1,-0.62934510356668,-0.879433932084435,-0.891486594369568,0.649041885552506,-0.242745267360561,0.468928234091274,0.5,20
"84",95,"5d504197f279ae000195bb85","iPhone SE (2020)","",52.25,36,"No","",34,0,0,0,5,"Yes",34,"Male",35,"awareness of new apple products",76,"iPhone SE (2020)",NA,59.59,1,1,"youre interst in iphones","iPhone 11",135.333333333333,-7.34,5,34,0.0366088567397314,-1,-0.761535910024537,1,0.698295154041285,-0.848906307839244,-0.862304933509933,0.963896066900609,0.697186988814636,0.0403286861890026,1,16
"85",137,"5de938ece4d1830288b70b33","iPhone 6S Plus","",59.15,30,"No","",8,9,9,10,48,"No",1,"Male",33,"The purpose of this study is find out how much I know about the Iphone 12 and if I will be purchasing it. ",132,"iPhone 6 Plus",NA,83.23,7,44,"The study was about our knowledge of the new Apple phones and if we would upgrade.","iPhone 6S and Previous Models",24.6666666666667,-24.08,4,10,-0.156384535782652,-1,0.521942514603681,-1,-0.590296860695857,-0.665740562368099,0.392506483454369,-0.596276891421335,-0.242745267360561,-0.645430590454632,-1,9
"86",116,"5bd8a00a96b35e0001679819","iPhone 8 Plus","",100,15,"No","",0,0,0,86,25,"Yes",0,"Male",41,"no clue",83,"iPhone 11 Pro Max",NA,91.83,0,0,"Narcissism","iPhone 11",0,8.17,4,86,-0.63886801708861,-1,-0.164569200895133,1,-0.62934510356668,-0.879433932084435,-0.891486594369568,-0.944026285746106,-0.242745267360561,1.52614045225021,1,18
"87",79,"5a9cadb11eda41000136758c","iPhone XR","",91.41,100,"No","",0,0,0,0,0,"Yes",0,"Male",24,"I think that this study was researching sentiment about the new iPhone and Apple's stupendously stupid decision not to include a charger or headphones. ",39,"iPhone XR",NA,100,0,0,"I think that this survey was about shopping for new things. ","iPhone X",29,-8.59,4,0,2.09520504364515,-1,-0.910777587306888,1,-0.62934510356668,-0.879433932084435,-0.891486594369568,-0.535185781607524,-0.242745267360561,-0.93116362238948,0.5,32
"88",140,"5782bcc0275be60001358189","iPhone 8 Plus","",93.66,39,"No","",63,73,46,26,40,"No",0,"Female",52,"I’m not sure. To see how well the new iPhones are resonating with potential customers or would be returning customers.",72,"iPhone 8 Plus",NA,80.85,94,91,"Seeing if Apple should remove older products before launching new models.","iPhone 8",103,12.81,4,73,0.133105553000923,-1,0.28315583095192,-1,-0.62934510356668,1.99016274696352,1.76404454385721,0.508062401366788,-0.242745267360561,1.15468751073491,0,18
"89",160,"5e58376293597e044d5af47a","iPhone XS Max","",93.38,65,"No","",0,0,0,25,0,"Yes",23,"Female",37,"To compare what a person knows about the new Apple iPhone 12 based on the phone they have now and their interest in the phone. ",58,"iPhone XS Max",NA,91.41,9,0,"I imagine the study is to gauge interest in new iPhones based on your knowledge of the new iPhones. ","iPhone X",29,1.97,5,25,0.969410253931251,-1,-0.910777587306888,1,0.268764482462238,-0.604685313877717,-0.891486594369568,-0.535185781607524,0.697186988814636,-0.21683104255236,0.5,13
"90",166,"5c75bf4c281ce000015ecc59","iPhone SE (2016)","",92.05,84,"No","",93,74,66,64,67,"No",74,"Male",43,"To gauge the interest of the recent version of the iPhone.",123,"iPhone SE (2016)",NA,90.37,85,85,"To inquire on potential or future consumers of Apple iPhones.","iPhone 6S and Previous Models",163,1.67999999999999,4,93,1.5805559969188,-1,1.08906088827662,-1,2.26022486887418,1.7154141287568,1.5889545786994,1.3539393064811,-0.242745267360561,1.7261535746046,-1,6
"91",199,"5ec37e4bfaf4051ce248f1b5","iPhone 11","",76.62,73,"No","",32,50,0,0,52,"Yes",0,"Male",28,"The purpose was to provide my opinion on the iPhone 12 series.",309,"iPhone 11",NA,92.39,26,0,"The purpose of this study was to provide my opinion if its worth upgrading to new iphone this year. This survey is simple and easy.","iPhone 11",187.333333333333,-15.77,6,50,1.22673477729443,-1,0.641335856429562,1,-0.62934510356668,-0.0857157017094702,-0.891486594369568,1.69698938466634,1.63711924498983,0.497501537284759,1,52
"92",127,"5e5293866f83902a1858dc08","iPhone XS Max","",100,100,"No","",0,6,8,100,6,"Yes",100,"Male",41,"See what phones I want. ",59,"iPhone XS Max",NA,100,60,52,"See if I’m going to get a new phone. ","iPhone X",103,0,6,100,2.09520504364515,-1,-0.731687574568067,1,3.27547918351557,0.952223522627023,0.625959770331449,0.508062401366788,1.63711924498983,1.926166696959,0.5,13
"93",128,"5cf551508926360018a5e9ff","iPhone SE (2016)","",48.56,1,"No","",1,1,1,1,84,"No",0,"Male",22,"I hate buying phone without a headphone jack. Does it have a headphone jack? Because if not I will never use it. Never.",121,"iPhone SE (2016)",NA,49.69,18,19,"The option to write in a gender besides male or female would be great, at least include a third option labelled ""non-binary"". I'm a man, so my answer is as it stands, but I am well aware not everyone is a man or a woman. ","iPhone 6S and Previous Models",2.33333333333333,-1.13,4,1,-1.08918593297417,-1,1.59648259103661,-1,-0.62934510356668,-0.329936695670998,-0.337035038036504,-0.911131072769438,-0.242745267360561,-0.902590319195995,-1,6
"94",88,"5f321626391a8616667e3505","iPhone XS Max","",90,34,"Yes","",5,57,83,16,44,"Yes",2,"Male",22,"Enjoyed it!",78,"iPhone XS Max",NA,84.37,83,7,"It was to understand if Iphone users will upgrade to the newest release in 2020","iPhone X",64.6666666666667,5.63,5,83,-0.027722274101063,1,0.402549172777801,1,-0.551248617825035,1.65435888026642,-0.687214968352124,-0.0323589546784635,0.697186988814636,1.44042054266976,0.5,13
"95",102,"5e08bbbafeea891c97523e87","iPhone 11","",93.98,93,"No","",2,84,64,5,5,"Yes",1,"Female",26,"If people care about the features of the new iPhone or whether they just see it as something they have to have regardless",67,"iPhone 11",NA,100,39,83,"If men or women are more likely to upgrade their phones to the newest versions ","iPhone 11",50,-6.02,4,84,1.87004608570237,-1,-0.761535910024537,1,-0.590296860695857,0.311143413478012,1.53059125698013,-0.239128864817516,-0.242745267360561,1.46899384586324,1,52
"96",149,"5a7f44ec8fe2dc000105c9b0","iPhone 8","",100,100,"No","",50,100,86,72,77,"Yes",99,"Male",30,"TO learn how much people know about the new iPhone 12?",88,"iPhone 8",NA,100,100,0,"To learn how likely one is to buy new iPhone?","iPhone 8",233.333333333333,0,5,100,2.09520504364515,-1,1.38754424284132,1,3.23643094064475,2.17332849243466,-0.891486594369568,2.34549501192064,0.697186988814636,1.926166696959,0,29
"97",249,"5a9740dff6dfdd0001ea740f","iPhone 8","",56.2,67,"No","",5,78,63,5,3,"No",72,"Male",58,"IPhones on sale!",81,"iPhone 8",NA,48.31,2,2,"To determine if I was interested in upgrading my IPhone at all.","iPhone 8",10,7.89,3,78,1.03374138477205,-1,-0.821232580937477,-1,2.18212838313254,-0.818378683594053,-0.833123272650299,-0.803046801560388,-1.18267752353576,1.29755402670233,0,29
"98",85,"5c3056c489f0350001766df3","iPhone 8 Plus","",89.58,54,"No","",1,31,20,11,17,"No",2,"Male",40,"I'm not sure",51,"iPhone 8 Plus",NA,96.48,28,24,"I'm not sure","iPhone 8",125,-6.90000000000001,3,31,0.615589034306881,-1,-0.403355884546894,-1,-0.551248617825035,-0.0246604532190882,-0.19112673373833,0.818217266575367,-1.18267752353576,-0.0453912233914517,0,18
"99",137,"5ec81e6681f4090defbf052f","iPhone 6S Plus","",71.69,29,"No","",18,39,39,20,25,"Yes",0,"Female",23,"To understand consumers of a certain brand's understanding of the brand and desires from it. ",73,"iPhone 6S Plus",NA,62.96,17,50,"To understand buying habits of iPhone users. ","iPhone 6S and Previous Models",64,8.73,4,39,-0.188550101203049,-1,-0.164569200895133,1,-0.62934510356668,-0.360464319916189,0.567596448612179,-0.0417575869575114,-0.242745267360561,0.183195202156426,-1,9
"100",91,"5b6f73c4086b4600018c0636","iPhone 7 Plus","",57.88,9,"No","",6,4,6,4,63,"No",4,"Female",44,"I don’t know ",54,"iPhone 7 Plus",NA,58.74,7,7,"Not sure ","iPhone 7",7.33333333333333,-0.859999999999999,3,6,-0.831861409610993,-1,0.969667546450734,-1,-0.47315213208339,-0.665740562368099,-0.687214968352124,-0.840641330676579,-1.18267752353576,-0.759723803228571,-0.5,17
"101",117,"5f13d478a02cfb3f75a56bce","iPhone 8 Plus","",100,58,"No","",37,44,52,37,58,"No",37,"Male",24,"To see opinions on the new iPhone 12",78,"iPhone XS Max",NA,83.66,59,44,"To see how many people would be interested in the new iPhone.","iPhone X",145,16.34,5,52,0.74425129598847,-1,0.820425869168383,-1,0.815439882653752,0.921695898381832,0.392506483454369,1.1001762349468,0.697186988814636,0.554648143671728,0.5,18
"102",89,"5e0bcb5354e2f03d9f273da5","iPhone X","",88.59,6,"No","",1,7,7,3,6,"Yes",1,"Female",24,"not sure",97,"iPhone X",NA,96.13,11,31,"I think the purpose was to seek how likely people are to upgrade their phones, based on how much they researched newer models.","iPhone X",29.6666666666667,-7.53999999999999,5,7,-0.928358105872185,-1,-0.731687574568067,1,-0.590296860695857,-0.543630065387335,0.0131448922791148,-0.525787149328476,0.697186988814636,-0.731150500035086,0.5,28
"103",67,"5ec4b10f7e31c83a4d915cf6","iPhone XS","",84.79,21,"No","",3,2,7,3,2,"No",2,"Male",21,"To see our knowledge regarding the newly-released iPhone models.",49,"iPhone XS",NA,86.34,17,10,"To learn about phone preferences, particularly iPhones, and whether users will upgrade their phones or not.","iPhone X",186.333333333333,-1.55,5,7,-0.445874624566227,-1,-0.851080916393947,-1,-0.551248617825035,-0.360464319916189,-0.599669985773219,1.68289143624777,0.697186988814636,-0.731150500035086,0.5,20
"104",157,"5f51947ba90f9b3ea1d2fe61","iPhone SE (2020)","",47.89,0,"No","",0,0,0,0,0,"Yes",0,"Male",38,"checking how people reacted to featured of new iphones",197,"iPhone SE (2020)",NA,100,0,0,"gauging people's interest in upgrading to a new product","iPhone 11",0,-52.11,4,0,-1.12135149839457,-1,-0.910777587306888,1,-0.62934510356668,-0.879433932084435,-0.891486594369568,-0.944026285746106,-0.242745267360561,-0.93116362238948,1,16
"105",99,"5eb77fcb7516866b1aa8332f","iPhone X","",90.99,78,"No","",1,37,53,53,59,"Yes",36,"Male",27,"I think the purpose of this study was to see if people are bothered by the fact that the phone doesn't come with a charger. I did not have any difficulties.",103,"iPhone X",NA,93.52,16,3,"To see how many people are interested in upgrading their iphone and what model phones they currently have. ","iPhone X",42.3333333333333,-2.53,5,53,1.38756260439641,-1,0.850274204624854,1,0.77639163978293,-0.39099194416138,-0.803941611790664,-0.347213136026567,0.697186988814636,0.583221446865213,0.5,28
"106",67,"5cd9cbe98eb5ed00198a1280","iPhone 11 Pro Max","",91.83,70,"No","",0,0,0,91,0,"No",0,"Male",22,"To gauge user interest on iphones",54,"iPhone 11 Pro Max",NA,100,12,16,"To get an understanding on why users might want to upgrade their current smart phone.","iPhone 11",23.3333333333333,-8.17,5,91,1.13023808103324,-1,-0.910777587306888,-1,-0.62934510356668,-0.513102441142144,-0.424580020615409,-0.615074155979431,0.697186988814636,1.66900696821763,1,9
"107",212,"5f24b026893f470bf40a5396","iPhone 7 Plus","",63.9,0,"No","",0,0,0,0,57,"No",74,"Female",29,"Interest in the new iPhone and it’s features. Possibly about brand dedication. ",167,"iPhone 7 Plus",NA,82.52,0,46,"I think the purpose is about user commitment to brands. ","iPhone 7",2,-18.62,4,0,-1.12135149839457,-1,0.790577533711913,-1,2.26022486887418,-0.879433932084435,0.450869805173639,-0.915830388908962,-0.242745267360561,-0.93116362238948,-0.5,17
"108",240,"5f52e45ad408d55fa156aa21","iPhone 11","",83.24,0,"No","",0,0,0,0,0,"Yes",0,"Male",27,"I believe this study was to gauge interest in the new iPhone model and see how the list of features affected consumer interest.",110,"iPhone 11",NA,63.1,0,0,"To test consumer interest in new iPhone models","iPhone 11",2.33333333333333,20.14,5,0,-1.12135149839457,-1,-0.910777587306888,1,-0.62934510356668,-0.879433932084435,-0.891486594369568,-0.911131072769438,0.697186988814636,-0.93116362238948,1,52
"109",89,"5e9e3ccf07933e1f4de1dd14","iPhone 11","",15.92,5,"No","",0,0,0,0,0,"Yes",0,"Female",28,"How likely people are to purchase the new iphone 12. ",77,"iPhone 11",NA,3.24,2,3,"To see how likely I am to upgrade every time a new Iphone comes out and how up to date I stay with the new Iphone models. ","iPhone 11",2.33333333333333,12.68,4,0,-0.960523671292582,-1,-0.910777587306888,1,-0.62934510356668,-0.818378683594053,-0.803941611790664,-0.911131072769438,-0.242745267360561,-0.93116362238948,1,52
"110",145,"57f2da5c6c19420001438d19","iPhone 8","",100,0,"No","",0,51,51,51,47,"No",0,"Female",44,"To see what we know about the latest Iphone",114,"iPhone 8",NA,100,13,82,"If we are up to date on the latest technology","iPhone 8",0,0,2,51,-1.12135149839457,-1,0.492094179147211,-1,-0.62934510356668,-0.482574816896953,1.5014095961205,-0.944026285746106,-2.12260977971096,0.526074840478244,0,29
"111",99,"5e22fce6db62ba5aec3e53b1","iPhone XR","",71.35,77,"No","",11,5,13,19,13,"Yes",16,"Male",35,"N/A",55,"iPhone X",NA,81.38,80,10,"N/A","iPhone X",62,-10.03,5,19,1.35539703897602,-1,-0.522749226372775,1,-0.00457321763351979,1.56277600753084,-0.599669985773219,-0.069953483794655,0.697186988814636,-0.388270861713269,0.5,32
"112",306,"578e8bd7baec1b00016977c1","iPhone XR","",88.54,59,"No","",23,77,69,52,25,"Yes",53,"Female",26,"Measuring the likelihood of people upgrading their smart phone. ",81,"iPhone XR",NA,87.39,29,20,"To gauge users interest in the new iphone based on what model they currently have. ","iPhone X",51,1.15000000000001,5,77,0.776416861408867,-1,-0.164569200895133,1,1.44021176858691,0.00586717102610274,-0.30785337717687,-0.225030916398945,0.697186988814636,1.26898072350885,0.5,32
"113",110,"5f13298ebeee5a1a4602dff3","iPhone X","",84.65,57,"No","",49,57,61,43,64,"No",12,"Male",49,"To find out how likely people are to but iphone 12",84,"iPhone X",NA,83.52,49,52,"Product planned obsolescence ","iPhone X",21,1.13000000000001,5,61,0.712085730568073,-1,0.999515881907204,-1,-0.16076618911681,0.616419655929922,0.625959770331449,-0.647969368956098,0.697186988814636,0.811807872413091,0.5,28
"114",173,"5d743ec4869c8f0019b35907","iPhone 7 Plus","",85.49,37,"No","",2,13,52,44,80,"Yes",14,"Female",33,"To see what factors might affect participants decisions on whether or not to get the new iphone.",144,"iPhone 7 Plus",NA,98.45,24,100,"To see the likelihood of participant's buying a new model phone.","iPhone 7",71.6666666666667,-12.96,5,52,0.0687744221601286,-1,1.47708924921073,1,-0.0826697033751648,-0.146770950199852,2.02667949159393,0.066326684251539,0.697186988814636,0.554648143671728,-0.5,17
"115",98,"5f3eedf2cb86551a9ed5f91f","iPhone XR","",85.63,3,"No","",1,1,2,1,1,"No",0,"Female",24,"consumer likeliness to upgrade to an iphone 12",73,"iPhone XR",NA,100,1,1,"to see if brand loyal customers are keeping up with tech trends. ","iPhone X",53.6666666666667,-14.37,4,2,-1.02485480213338,-1,-0.880929251850417,-1,-0.62934510356668,-0.848906307839244,-0.862304933509933,-0.187436387282753,-0.242745267360561,-0.87401701600251,0.5,32
"116",95,"561bbdf9811d22000df3138a","iPhone 8","",88.73,38,"No","",59,48,6,3,68,"Yes",0,"Male",36,"To see if we will buy a new iphone. ",92,"iPhone 8",NA,86.62,72,26,"I don't know","iPhone 8",90,2.11,3,59,0.100939987580526,-1,1.11890922373309,1,-0.62934510356668,1.31855501356931,-0.13276341201906,0.324789071925355,-1.18267752353576,0.754661266026122,0,29
"117",105,"5cc344f6a187880001370d77","iPhone 5","",51.41,0,"No","",0,0,0,0,0,"Yes",0,"Male",31,"To see how big of assholes appleheads are",56,"iPhone 5S",NA,49.01,0,0,"I don't know","iPhone 6S and Previous Models",0,2.4,4,0,-1.12135149839457,-1,-0.910777587306888,1,-0.62934510356668,-0.879433932084435,-0.891486594369568,-0.944026285746106,-0.242745267360561,-0.93116362238948,-1,2
"118",114,"5f1731a663009d068f281ba2","iPhone SE (2020)","",88.45,70,"No","",12,11,10,11,14,"Yes",0,"Male",20,"don't know",79,"iPhone SE (2020)",NA,76.62,13,9,"Phones","iPhone 11",115,11.83,5,12,1.13023808103324,-1,-0.492900890916305,1,-0.62934510356668,-0.482574816896953,-0.628851646632854,0.67723778238965,0.697186988814636,-0.588283984067662,1,16
